filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0134.jpg,aedes_aegypti_f_NEWORLEANS_image0134.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0134,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0044.jpg,anopheles_coluzzi_f_MOPTI_image0044.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0044,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0041.jpg,anopheles_freeborni_m_F1_image0041.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0041,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0046.jpg,aedes_aegypti_f_NEWORLEANS_image0046.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0046,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0006.jpg,anopheles_arabiensis_m_DONGOLA_image0006.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0006,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0124.jpg,anopheles_arabiensis_f_DONGOLA_image0124.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0124,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0036.jpg,anopheles_freeborni_f_F1_image0036.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0036,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0037.jpg,anopheles_coluzzi_f_MOPTI_image0037.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0037,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0114.jpg,aedes_aegypti_f_NEWORLEANS_image0114.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0114,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0025.jpg,anopheles_atroparvus_f_EBRO_image0025.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0025,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0006.jpg,aedes_aegypti_f_NEWORLEANS_image0006.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0006,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0049.jpg,anopheles_arabiensis_f_DONGOLA_image0049.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0049,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0020.jpg,anopheles_coluzzi_m_MOPTI_image0020.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0020,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0027.jpg,anopheles_freeborni_f_F1_image0027.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0027,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0018.jpg,anopheles_arabiensis_m_DONGOLA_image0018.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0018,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0135.jpg,aedes_aegypti_f_NEWORLEANS_image0135.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0135,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0028.jpg,anopheles_arabiensis_m_DONGOLA_image0028.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0028,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0020.jpg,anopheles_albimanus_f_STECLA_image0020.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0020,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0039.jpg,aedes_aegypti_f_NEWORLEANS_image0039.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0039,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0033.jpg,anopheles_freeborni_m_F1_image0033.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0033,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0062.jpg,anopheles_arabiensis_f_DONGOLA_image0062.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0062,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0021.jpg,anopheles_freeborni_m_F1_image0021.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0021,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0040.jpg,aedes_aegypti_m_NEWORLEANS_image0040.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0040,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0110.jpg,aedes_aegypti_f_NEWORLEANS_image0110.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0110,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0025.jpg,anopheles_albimanus_f_STECLA_image0025.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0025,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0112.jpg,aedes_aegypti_f_NEWORLEANS_image0112.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0112,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0039.jpg,anopheles_albimanus_f_STECLA_image0039.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0039,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0045.jpg,anopheles_farauti_m_FAR1_image0045.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0045,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0022.jpg,anopheles_atroparvus_f_EBRO_image0022.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0022,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0019.jpg,anopheles_albimanus_m_STECLA_image0019.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0019,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0072.jpg,anopheles_arabiensis_f_DONGOLA_image0072.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0072,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0002.jpg,anopheles_coluzzi_m_MOPTI_image0002.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0002,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0020.jpg,anopheles_coluzzi_f_MOPTI_image0020.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0020,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0097.jpg,aedes_aegypti_f_NEWORLEANS_image0097.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0097,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0034.jpg,anopheles_freeborni_m_F1_image0034.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0034,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0017.jpg,anopheles_freeborni_f_F1_image0017.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0017,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0026.jpg,anopheles_atroparvus_f_EBRO_image0026.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0026,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0021.jpg,anopheles_albimanus_m_STECLA_image0021.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0021,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0065.jpg,aedes_aegypti_m_NEWORLEANS_image0065.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0065,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0003.jpg,anopheles_farauti_f_FAR1_image0003.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0003,False,5,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0027.jpg,aedes_aegypti_m_NEWORLEANS_image0027.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0027,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0034.jpg,anopheles_coluzzi_f_MOPTI_image0034.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0034,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0099.jpg,anopheles_arabiensis_f_DONGOLA_image0099.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0099,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0107.jpg,aedes_aegypti_f_NEWORLEANS_image0107.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0107,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0091.jpg,anopheles_arabiensis_f_DONGOLA_image0091.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0091,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0010.jpg,aedes_aegypti_m_NEWORLEANS_image0010.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0010,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0010.jpg,anopheles_freeborni_m_F1_image0010.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0010,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0045.jpg,anopheles_freeborni_f_F1_image0045.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0045,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0111.jpg,anopheles_arabiensis_f_DONGOLA_image0111.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0111,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0033.jpg,anopheles_freeborni_f_F1_image0033.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0033,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0043.jpg,aedes_aegypti_f_NEWORLEANS_image0043.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0043,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0021.jpg,anopheles_atroparvus_f_EBRO_image0021.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0021,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0032.jpg,anopheles_arabiensis_f_DONGOLA_image0032.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0032,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0010.jpg,anopheles_arabiensis_m_DONGOLA_image0010.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0010,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0020.jpg,anopheles_albimanus_m_STECLA_image0020.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0020,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0062.jpg,aedes_aegypti_m_NEWORLEANS_image0062.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0062,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0025.jpg,anopheles_coluzzi_f_MOPTI_image0025.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0025,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0044.jpg,anopheles_arabiensis_f_DONGOLA_image0044.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0044,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0028.jpg,anopheles_freeborni_f_F1_image0028.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0028,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0042.jpg,aedes_aegypti_f_NEWORLEANS_image0042.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0042,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0037.jpg,anopheles_freeborni_f_F1_image0037.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0037,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0037.jpg,aedes_aegypti_m_NEWORLEANS_image0037.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0037,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0066.jpg,anopheles_arabiensis_f_DONGOLA_image0066.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0066,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0124.jpg,aedes_aegypti_f_NEWORLEANS_image0124.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0124,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0006.jpg,anopheles_farauti_f_FAR1_image0006.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0006,False,5,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0008.jpg,anopheles_albimanus_f_STECLA_image0008.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0008,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0121.jpg,anopheles_arabiensis_f_DONGOLA_image0121.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0121,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0002.jpg,anopheles_arabiensis_m_DONGOLA_image0002.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0002,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0005.jpg,anopheles_atroparvus_f_EBRO_image0005.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0005,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0030.jpg,anopheles_atroparvus_f_EBRO_image0030.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0030,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0065.jpg,anopheles_arabiensis_f_DONGOLA_image0065.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0065,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0013.jpg,anopheles_atroparvus_f_EBRO_image0013.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0013,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0002.jpg,anopheles_freeborni_m_F1_image0002.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0002,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0017.jpg,anopheles_farauti_m_FAR1_image0017.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0017,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0008.jpg,anopheles_arabiensis_m_DONGOLA_image0008.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0008,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0055.jpg,anopheles_arabiensis_f_DONGOLA_image0055.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0055,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0090.jpg,anopheles_arabiensis_f_DONGOLA_image0090.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0090,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0015.jpg,anopheles_albimanus_m_STECLA_image0015.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0015,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0014.jpg,anopheles_farauti_m_FAR1_image0014.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0014,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0003.jpg,aedes_aegypti_f_NEWORLEANS_image0003.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0003,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0040.jpg,aedes_aegypti_f_NEWORLEANS_image0040.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0040,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0143.jpg,aedes_aegypti_f_NEWORLEANS_image0143.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0143,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0018.jpg,anopheles_coluzzi_m_MOPTI_image0018.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0018,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0032.jpg,anopheles_freeborni_m_F1_image0032.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0032,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0036.jpg,anopheles_arabiensis_f_DONGOLA_image0036.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0036,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0095.jpg,anopheles_arabiensis_f_DONGOLA_image0095.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0095,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0013.jpg,anopheles_coluzzi_m_MOPTI_image0013.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0013,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0004.jpg,anopheles_arabiensis_m_DONGOLA_image0004.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0004,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0120.jpg,anopheles_arabiensis_f_DONGOLA_image0120.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0120,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0014.jpg,aedes_aegypti_m_NEWORLEANS_image0014.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0014,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0019.jpg,anopheles_coluzzi_m_MOPTI_image0019.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0019,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0043.jpg,anopheles_arabiensis_m_DONGOLA_image0043.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0043,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0012.jpg,anopheles_freeborni_m_F1_image0012.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0012,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0102.jpg,anopheles_arabiensis_f_DONGOLA_image0102.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0102,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0051.jpg,anopheles_coluzzi_f_MOPTI_image0051.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0051,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0002.jpg,anopheles_arabiensis_f_DONGOLA_image0002.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0002,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0089.jpg,aedes_aegypti_f_NEWORLEANS_image0089.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0089,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0025.jpg,anopheles_arabiensis_f_DONGOLA_image0025.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0025,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0040.jpg,anopheles_arabiensis_m_DONGOLA_image0040.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0040,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0003.jpg,anopheles_coluzzi_f_MOPTI_image0003.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0003,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0021.jpg,anopheles_freeborni_f_F1_image0021.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0021,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0039.jpg,aedes_aegypti_m_NEWORLEANS_image0039.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0039,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0036.jpg,anopheles_farauti_m_FAR1_image0036.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0036,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0032.jpg,anopheles_albimanus_f_STECLA_image0032.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0032,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0056.jpg,anopheles_arabiensis_f_DONGOLA_image0056.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0056,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0024.jpg,anopheles_albimanus_f_STECLA_image0024.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0024,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0021.jpg,aedes_aegypti_f_NEWORLEANS_image0021.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0021,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0128.jpg,aedes_aegypti_f_NEWORLEANS_image0128.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0128,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0149.jpg,aedes_aegypti_f_NEWORLEANS_image0149.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0149,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0032.jpg,anopheles_atroparvus_f_EBRO_image0032.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0032,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0007.jpg,aedes_aegypti_f_NEWORLEANS_image0007.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0007,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0063.jpg,anopheles_arabiensis_m_DONGOLA_image0063.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0063,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0035.jpg,anopheles_coluzzi_f_MOPTI_image0035.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0035,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0016.jpg,anopheles_farauti_m_FAR1_image0016.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0016,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0021.jpg,anopheles_farauti_m_FAR1_image0021.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0021,False,5,1,-1,train
